2023_ASVname,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_565,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,NA
ASV_572,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ideonella,dechloratans
ASV_573,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
ASV_575,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
ASV_576,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,NA
ASV_579,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Anaerobacillus,NA
ASV_580,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,NA
ASV_584,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
ASV_598,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_600,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
ASV_601,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Carnimonas,NA
ASV_608,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,NA,NA
ASV_613,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Carnimonas,NA
ASV_618,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Snodgrassella,NA
ASV_619,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,NA
ASV_620,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
ASV_624,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,NA,NA
ASV_629,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,NA
ASV_632,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
ASV_636,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Azorhizophilus,NA
ASV_637,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA
ASV_641,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,NA
ASV_648,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,NA
ASV_649,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,NA
ASV_650,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
ASV_651,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ascidiaceihabitans,NA
ASV_671,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
ASV_675,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
ASV_676,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,NA
ASV_677,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,NA
ASV_683,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_684,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae_1,Clostridium_sensu_stricto_10,NA
ASV_685,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA
ASV_690,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,NA
ASV_692,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Hydrogenophilaceae,Hydrogenophilus,NA
ASV_695,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,NA
ASV_697,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,NA
ASV_702,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,NA
ASV_704,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Thermomonas,NA
ASV_705,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV_706,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA,NA
ASV_708,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Carnimonas,NA
ASV_715,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV_738,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
ASV_739,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Tepidimonas,NA
ASV_745,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,NA,NA
ASV_746,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Soonwooa,NA
ASV_747,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,NA
ASV_752,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Pleomorphomonadaceae,Pleomorphomonas,NA
ASV_754,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,NA
ASV_756,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV_759,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Amnibacterium,NA
ASV_767,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,NA
ASV_768,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,NA
ASV_772,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Atopostipes,NA
ASV_773,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV_779,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Caenimonas,NA
ASV_781,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Nitrobacter,NA
ASV_783,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,vaginalis
ASV_784,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV_785,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
ASV_789,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,NA
ASV_796,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Snodgrassella,NA
ASV_797,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Tepidimonas,NA
ASV_805,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Wohlfahrtiimonadaceae,Koukoulia,NA
ASV_811,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,NA
ASV_815,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
ASV_816,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4_lineage,NA
ASV_819,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA
ASV_820,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Natronohydrobacter,NA
ASV_824,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,panaciterrae
ASV_826,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,NA
ASV_827,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,NA,NA
ASV_834,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
ASV_845,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,NA
ASV_846,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Snodgrassella,NA
ASV_851,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,vaginae
ASV_854,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,cibaria
ASV_859,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,NA
ASV_860,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_866,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
ASV_867,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,NA
ASV_868,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,NA
ASV_870,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,NA
ASV_871,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,NA
ASV_877,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Neisseriaceae,Snodgrassella,NA
ASV_882,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV_895,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
ASV_905,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
ASV_912,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_913,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
ASV_914,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_923,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_924,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Tepidimonas,NA
ASV_927,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
ASV_928,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Aquabacterium,commune
ASV_934,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,NA
ASV_935,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA
ASV_936,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
ASV_950,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
ASV_961,Bacteria,Proteobacteria,Gammaproteobacteria,Halothiobacillales,Halothiobacillaceae,Thiovirga,sulfuroxydans
ASV_962,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,NA
ASV_969,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,stuartii
ASV_970,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,terrae
ASV_972,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
ASV_973,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,NA
ASV_974,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
ASV_975,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_980,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV_990,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
ASV_991,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Schlegelella,NA
ASV_992,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,mortiferum
ASV_993,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,JGI_0001001-H03,NA
ASV_994,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,NA,NA
ASV_995,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,NA
ASV_996,Bacteria,Proteobacteria,Gammaproteobacteria,Orbales,Orbaceae,Gilliamella,NA
ASV_1005,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
ASV_1013,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,NA
ASV_1015,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,NA,NA
ASV_1016,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,NA
ASV_1026,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_1032,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Occallatibacter,NA
ASV_1033,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,NA
ASV_1037,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
ASV_1038,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA
ASV_1039,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,NA,NA
ASV_1040,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,nitrificans
ASV_1046,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Couchioplanes,NA
ASV_1047,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,NA
ASV_1049,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,NA
ASV_1051,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,flava
ASV_1052,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Chelatococcus,NA
ASV_1061,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Candidatus_Udaeobacter,NA
ASV_1062,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,NA,NA
ASV_1071,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,NA
ASV_1076,Bacteria,Fibrobacteres,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,possible_genus_04,NA
ASV_1077,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
ASV_1078,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,27F-1492R,NA,NA
ASV_1079,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ASV_1085,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Lautropia,mirabilis
ASV_1086,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,NA
ASV_1087,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sediminicola
ASV_1088,Bacteria,Firmicutes,Clostridia,Clostridiales,Family_XI,Finegoldia,NA
ASV_1089,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
ASV_1090,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Luteimonas,vadosa
ASV_1091,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Piscinibacter,NA
ASV_1092,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ottowia,NA
ASV_1101,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,NA
ASV_1103,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA
ASV_1108,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,NA
ASV_1110,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Marinomonadaceae,Marinomonas,NA
ASV_1111,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
ASV_1117,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,NA,NA
ASV_1118,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_1120,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,endophyticus
ASV_1121,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,NA
ASV_1122,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29_marine_group,NA
ASV_1123,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,NA
ASV_1124,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV_1125,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV_1135,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Alcaligenes,NA
ASV_1136,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Tsukamurellaceae,Tsukamurella,NA
ASV_1137,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,NA
ASV_1138,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,NA
ASV_1140,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
ASV_1158,Bacteria,Acidobacteria,Blastocatellia_(Subgroup_4),Blastocatellales,Blastocatellaceae,NA,NA
ASV_1159,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,NA
ASV_1160,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,NA,NA
ASV_1161,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,D05-2,NA,NA
ASV_1162,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,NA,NA
ASV_1176,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,NA
ASV_1177,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_1179,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
ASV_1180,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV_1182,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,NA,NA
ASV_1183,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,NA
ASV_1191,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,fermentans
ASV_1192,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
ASV_1193,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Geodermatophilus,NA
ASV_1194,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,NA
ASV_1195,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Intrasporangium,NA
ASV_1196,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,NA,NA
ASV_1197,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,NA,NA
ASV_1210,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
ASV_1211,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,NA
ASV_1212,Bacteria,Firmicutes,Bacilli,Bacillales,Family_XII,Exiguobacterium,NA
ASV_1213,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,NA
ASV_1227,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
ASV_1228,Bacteria,Proteobacteria,Gammaproteobacteria,Immundisolibacterales,Immundisolibacteraceae,Immundisolibacter,cernigliae
ASV_1229,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Granulicella,NA
ASV_1230,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
ASV_1231,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
ASV_1242,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hellea,balneolensis
ASV_1243,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,NA
ASV_1244,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,islandensis
ASV_1245,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
ASV_1258,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
ASV_1259,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Afipia,NA
ASV_1260,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,NA,NA
ASV_1261,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
